Area,2011,2012,2013,2014,2015,2016,2017,2018
E01015202,,,,,,,,
E01015203,,,,,,,,
E01015204,,,,,,,,
E01015205,,,,,,,,
E01015206,,,,,,,,
E01015207,,,,,,,,
E01015208,,,,,,,,
E01015209,,,,,,,,
E01015210,,,,,,,,
E01015211,,,,,,,,
E01015212,,,,,,,,
E01015213,,,,,,,,
E01015214,,,,,,,,
E01015215,,,,,,,,
E01015216,,,,,,,,
E01015217,,,,,,,,
E01015218,,,,,,,,
E01015219,,,,,,,,
E01015220,,,,,,,,
E01015221,,,,,,,,
E01015222,,,,,,,,
E01015223,,,,,,,,
E01015224,,,,,,,,
E01015225,,,,,,,,
E01015226,,,,,,,,
E01015227,,,,,,,,
E01015228,,,,,,,,
E01015229,,,,,,,,
E01015230,,,,,,,,
E01015231,,,,,,,,
E01015232,,,,,,,,
E01015233,,,,,,,,
E01015234,,,,,,,,
E01015235,,,,,,,,
E01015236,,,,,,,,
E01015237,,,,,,,,
E01015238,,,,,,,,
E01015239,,,,,,,,
E01015240,,,,,,,,
E01015241,,,,,,,,
E01015242,,,,,,,,
E01015243,,,,,,,,
E01015244,,,,,,,,
E01015245,,,,,,,,
E01015246,,,,,,,,
E01015247,,,,,,,,
E01015248,,,,,,,,
E01015249,,,,,,,,
E01015250,,,,,,,,
E01015251,,,,,,,,
E01015252,,,,,,,,
E01015253,,,,,,,,
E01015254,,,,,,,,
E01015255,,,,,,,,
E01015256,,,,,,,,
E01015257,,,,,,,,
E01015258,,,,,,,,
E01015259,,,,,,,,
E01015260,,,,,,,,
E01015261,,,,,,,,
E01015262,,,,,,,,
E01015263,,,,,,,,
E01015264,,,,,,,,
E01015265,,,,,,,,
E01015266,,,,,,,,
E01015267,,,,,,,,
E01015268,,,,,,,,
E01015269,,,,,,,,
E01015270,,,,,,,,
E01015271,,,,,,,,
E01019886,70,78,63,58,59,59,67,58
E01019887,51,59,48,47,50,54,47,49
E01019888,15,20,23,21,16,13,22,17
E01019889,23,30,19,21,22,22,18,19
E01019890,38,28,24,22,23,22,27,35
E01019891,50,54,46,46,46,39,40,39
E01019892,54,45,59,107,146,214,325,298
E01019893,59,73,73,74,86,110,91,85
E01019894,19,19,21,24,22,19,20,16
E01019895,18,19,21,20,25,25,27,29
E01019896,17,20,29,28,27,21,27,24
E01019897,42,46,62,52,59,51,56,59
E01019898,49,53,42,44,44,40,46,50
E01019899,54,58,34,27,32,41,42,48
E01019900,29,33,15,20,27,32,23,18
E01019901,22,34,31,28,20,20,21,20
E01019902,37,41,44,37,28,28,29,30
E01019903,49,51,49,46,30,29,34,31
E01019904,51,62,56,60,51,39,47,51
E01019905,46,46,49,52,43,32,34,33
E01019906,24,27,30,38,36,33,29,27
E01019907,38,39,33,40,31,25,25,28
E01019908,68,75,79,80,75,56,61,73
E01019909,36,45,51,50,45,28,33,24
E01019910,50,51,63,70,65,58,53,50
E01019911,17,21,15,19,20,20,20,26
E01019912,30,37,35,42,37,28,23,23
E01019913,16,18,20,24,20,11,15,10
E01019914,117,116,106,117,116,99,102,123
E01019915,31,39,41,49,45,20,27,26
E01019916,40,45,54,56,52,35,35,38
E01019917,41,41,46,53,60,48,45,50
E01019918,34,37,49,48,30,23,32,30
E01019919,54,61,64,66,59,45,44,45
E01019920,50,53,64,53,54,42,33,43
E01019921,42,48,51,58,70,51,58,58
E01019922,70,75,81,87,84,66,64,64
E01019923,55,60,64,78,65,32,36,39
E01019924,71,65,64,63,60,47,53,49
E01019925,39,46,42,46,30,28,32,31
E01019927,47,45,50,42,31,27,34,44
E01019928,59,59,56,40,31,28,33,37
E01019929,44,45,39,47,37,28,33,34
E01019930,39,37,34,23,18,15,18,19
E01019931,18,18,20,17,16,15,10,8
E01019932,42,34,33,26,29,24,21,27
E01019933,33,30,26,12,10,10,15,14
E01019934,43,45,42,30,28,23,27,31
E01019935,26,25,14,16,14,12,11,13
E01019936,22,20,11,16,15,19,14,17
E01019937,51,45,51,64,50,33,38,44
E01019938,23,32,36,36,33,21,30,37
E01019939,30,37,30,47,33,28,23,18
E01019940,38,53,42,44,24,24,23,21
E01019942,60,80,84,81,34,34,41,57
E01019943,51,56,66,69,37,35,37,51
E01019944,31,39,36,48,21,30,35,32
E01019945,51,54,59,60,49,36,38,44
E01019946,13,12,10,8,7,5,6,7
E01019947,24,21,19,21,17,15,20,29
E01019948,20,20,10,11,7,14,15,13
E01019949,12,13,7,8,15,15,12,16
E01019950,36,36,16,14,20,24,24,22
E01019951,44,25,30,28,24,17,20,20
E01019952,41,31,35,33,34,33,22,25
E01019953,31,34,22,31,23,22,21,19
E01019954,83,72,74,85,71,58,55,75
E01019955,68,57,52,49,49,50,39,33
E01019956,34,22,15,15,18,12,11,13
E01019957,13,16,12,11,10,9,6,6
E01019958,40,29,32,32,31,22,23,25
E01019959,38,50,47,34,22,26,27,28
E01019960,26,33,27,39,24,39,35,37
E01019961,29,30,23,22,15,12,18,17
E01019962,46,49,48,65,27,26,32,37
E01019963,35,32,30,34,30,24,31,28
E01019964,17,14,12,16,17,15,16,13
E01019965,38,35,42,51,50,51,57,52
E01019966,15,18,13,14,8,10,15,19
E01019967,20,21,20,23,24,22,26,23
E01019968,41,33,23,18,15,21,20,20
E01019969,49,49,32,30,28,28,26,29
E01019970,46,44,21,21,18,20,27,26
E01019971,36,39,23,24,21,23,20,22
E01019972,57,58,37,39,36,30,32,31
E01019973,64,55,25,27,26,23,25,27
E01019974,55,54,36,31,35,25,27,27
E01019975,128,116,89,81,73,63,74,77
E01019976,38,37,23,26,22,17,23,16
E01019977,66,75,42,33,23,21,27,29
E01019980,78,68,54,59,46,53,62,73
E01019981,98,99,61,60,57,49,50,70
E01019982,77,97,75,68,58,57,61,68
E01019983,72,67,46,49,43,33,34,43
E01019984,54,36,33,35,19,17,22,27
E01019985,103,99,56,51,50,52,49,69
E01019986,32,31,25,28,25,19,22,19
E01019987,20,16,17,23,27,16,12,16
E01019988,53,43,50,47,40,29,23,30
E01019989,33,28,34,30,24,14,14,11
E01019990,80,76,70,77,65,70,67,65
E01019991,96,109,93,89,77,76,62,56
E01019992,59,71,71,67,53,36,41,36
E01019993,28,29,33,33,33,31,29,31
E01019994,24,17,15,14,12,13,13,14
E01019995,23,18,21,20,20,16,12,18
E01019996,10,11,13,14,14,6,5,7
E01019997,12,11,11,8,8,12,12,15
E01019998,47,41,45,46,31,21,20,20
E01019999,25,20,12,13,5,15,13,11
E01020000,64,46,50,47,38,31,29,30
E01020001,16,18,14,12,16,10,14,16
E01020002,67,68,76,71,66,63,50,66
E01020003,38,48,50,44,45,32,38,43
E01020004,38,44,41,30,17,10,16,29
E01020005,134,134,122,113,100,84,62,63
E01020006,76,70,68,75,83,55,42,51
E01020007,11,10,10,6,9,11,11,11
E01020008,19,19,21,20,21,21,16,9
E01020009,26,26,31,25,23,20,14,21
E01020010,147,142,111,106,101,96,101,96
E01020011,29,32,27,28,28,28,21,21
E01020012,90,73,60,65,55,52,55,59
E01020013,54,60,41,42,31,28,24,20
E01020014,99,107,95,95,83,69,71,69
E01020015,168,140,129,133,112,98,101,106
E01020016,14,24,18,16,15,21,16,21
E01020017,42,29,20,21,22,17,18,21
E01020018,33,28,26,19,13,12,16,17
E01020019,6,8,5,#,#,#,#,#
E01020020,13,13,13,11,11,13,9,9
E01020021,12,8,8,7,6,7,7,7
E01020022,23,21,18,20,19,13,16,13
E01020023,37,43,44,31,27,27,26,34
E01020024,11,16,15,11,13,16,6,5
E01020025,12,11,16,10,9,8,#,7
E01020026,52,53,47,35,31,23,38,31
E01020027,37,41,37,34,34,30,32,33
E01020029,68,56,37,34,28,29,24,32
E01020030,63,63,44,35,34,26,37,42
E01020031,54,50,40,43,43,39,39,50
E01020032,41,37,20,16,17,17,23,24
E01020033,63,63,61,69,79,88,90,91
E01020035,36,34,30,35,36,45,57,72
E01020036,62,61,65,51,51,34,29,36
E01020037,82,89,86,72,73,52,53,45
E01020038,41,44,38,33,39,27,39,41
E01020039,103,109,106,91,85,49,65,65
E01020040,38,44,38,37,30,30,21,21
E01020041,92,82,92,94,92,66,56,65
E01020042,54,63,48,39,26,11,12,22
E01020043,73,75,70,81,55,50,46,44
E01020044,24,29,29,21,20,24,21,23
E01020045,51,53,56,49,40,40,43,46
E01020046,45,32,30,34,34,25,25,25
E01020047,55,59,60,59,29,33,35,31
E01020048,82,78,64,74,54,47,51,56
E01020049,34,38,31,32,12,13,10,13
E01020050,51,49,53,52,40,36,42,40
E01020051,47,47,42,47,25,22,14,11
E01020052,63,60,64,69,46,44,57,56
E01020053,78,78,77,78,54,60,63,58
E01020054,75,55,49,55,41,55,55,52
E01020055,75,65,60,73,51,41,50,40
E01020056,29,33,36,34,32,41,49,50
E01020057,64,61,56,84,35,42,55,58
E01020058,39,39,46,52,25,27,36,42
E01020059,43,49,52,58,44,39,38,44
E01020060,33,35,42,40,38,25,22,37
E01020061,75,73,70,54,56,55,45,40
E01020062,37,37,39,35,24,36,27,30
E01020063,58,63,53,53,36,46,46,59
E01020064,87,88,79,83,54,65,68,69
E01020065,70,70,79,70,35,35,46,46
E01020066,99,97,99,101,55,59,46,53
E01020067,148,160,132,136,84,87,98,95
E01020068,35,30,26,16,22,21,27,20
E01020069,39,48,37,32,28,22,20,26
E01020070,55,47,43,41,40,33,34,32
E01020071,37,36,37,44,31,43,36,39
E01020072,35,38,35,31,32,29,34,27
E01020073,38,50,51,44,39,46,45,38
E01020074,29,29,41,39,41,43,50,56
E01020075,41,34,35,32,28,28,30,37
E01020076,33,43,42,39,41,46,32,28
E01020077,46,39,34,34,26,35,29,30
E01020078,50,65,60,65,47,38,36,37
E01020079,75,82,79,72,40,39,40,45
E01020080,34,27,29,35,20,20,24,33
E01020081,54,59,62,56,43,50,47,44
E01020082,30,45,30,23,32,22,14,19
E01020083,90,94,66,52,43,44,51,62
E01020084,60,66,60,50,37,28,28,28
E01020085,61,64,67,59,32,38,40,37
E01020086,30,37,39,37,28,26,35,35
E01020087,40,28,31,30,26,27,28,25
E01020088,62,62,45,56,47,34,30,36
E01020089,30,46,52,55,51,40,46,46
E01020090,29,32,35,30,29,28,18,25
E01020091,16,20,28,28,28,29,24,27
E01020092,10,14,22,18,14,14,19,19
E01020093,29,29,37,32,34,32,36,36
E01020094,26,27,31,38,40,29,15,20
E01020095,69,65,50,61,48,57,58,40
E01020096,47,44,49,45,43,36,35,38
E01020097,70,68,51,50,44,42,44,49
E01020098,46,47,52,50,45,44,58,48
E01020099,31,32,34,33,34,33,23,31
E01020100,20,22,24,23,17,19,20,24
E01020101,32,41,42,53,53,55,65,49
E01020102,68,61,67,65,50,38,39,39
E01020103,131,109,95,114,105,110,123,132
E01020104,87,82,62,51,45,65,60,65
E01020105,48,45,52,52,54,41,46,51
E01020106,15,16,17,24,17,16,11,14
E01020107,32,29,28,33,40,36,35,28
E01020108,54,54,54,50,51,51,54,58
E01020109,44,43,32,41,32,25,22,25
E01020110,72,72,80,83,53,54,57,47
E01020111,75,75,71,72,60,76,60,71
E01020112,74,82,60,85,75,69,55,54
E01020113,50,70,56,52,59,60,45,57
E01020114,42,52,38,47,28,28,26,31
E01020115,33,34,28,30,30,32,25,26
E01020116,62,74,58,71,68,68,49,55
E01020117,40,41,28,32,32,40,29,23
E01020118,74,80,77,79,79,72,62,75
E01020119,30,25,34,27,18,10,11,17
E01020120,41,43,41,45,39,39,34,40
E01020121,64,76,78,81,66,67,64,78
E01020122,40,46,46,41,19,22,23,32
E01020123,68,73,88,64,47,48,58,60
E01020124,25,31,25,26,19,19,18,14
E01020125,19,20,27,22,13,14,16,18
E01020126,27,30,29,38,24,22,14,10
E01020127,39,46,42,37,41,36,34,40
E01020128,19,19,32,48,35,28,30,28
E01020129,59,54,52,39,46,49,46,44
E01020130,48,47,41,34,38,33,30,29
E01020131,74,57,54,58,46,43,41,40
E01020132,36,38,31,33,38,29,31,42
E01020133,18,18,15,22,14,13,8,12
E01020134,52,51,44,48,48,45,43,44
E01020135,81,59,55,61,46,38,47,40
E01020136,60,58,52,47,44,50,46,48
E01020137,69,53,45,44,34,36,29,19
E01020138,73,72,74,73,68,62,61,41
E01020139,57,54,52,50,44,47,45,57
E01020140,27,29,30,30,24,23,26,29
E01020141,97,129,113,102,91,87,83,97
E01020142,66,62,48,40,38,29,29,30
E01020143,60,54,51,50,28,30,31,29
E01020144,14,15,16,17,14,12,10,10
E01020145,33,32,31,39,30,30,35,32
E01020146,15,14,14,14,14,14,12,13
E01020147,44,39,36,23,17,17,18,17
E01020148,49,52,40,37,29,27,23,21
E01020149,34,33,40,41,33,37,36,35
E01020150,51,39,39,47,49,35,34,31
E01020151,16,19,21,19,12,13,12,7
E01020152,14,17,19,16,13,12,10,13
E01020153,7,8,8,#,#,7,8,#
E01020154,78,68,63,49,35,26,26,31
E01020155,63,57,56,50,41,30,19,21
E01020156,22,32,28,23,23,19,18,17
E01020157,64,50,53,57,50,29,40,36
E01020158,51,43,43,39,31,34,29,29
E01020159,36,31,31,35,34,32,27,25
E01020160,59,66,61,62,48,49,47,41
E01020161,89,105,91,99,72,78,69,62
E01020162,60,69,61,68,49,47,44,36
E01020163,61,67,66,54,46,45,44,43
E01020164,70,64,57,65,41,46,41,34
E01020165,58,57,52,60,37,36,32,35
E01020166,38,41,41,49,28,31,30,21
E01020167,47,35,31,31,21,30,28,29
E01020168,70,65,45,36,33,38,33,24
E01020169,49,45,39,40,38,42,44,37
E01020170,46,44,40,31,34,33,21,24
E01020171,35,31,30,32,23,27,26,16
E01020172,40,31,26,33,29,15,21,19
E01020173,23,17,16,12,9,8,8,11
E01020174,28,31,23,28,26,22,27,26
E01020175,34,41,34,29,31,32,27,43
E01020176,33,37,25,26,16,22,22,18
E01020177,77,85,81,79,61,71,69,54
E01020178,27,19,17,19,17,17,26,29
E01020179,38,33,26,30,26,22,34,32
E01020180,72,58,43,52,54,51,58,51
E01020181,58,58,50,55,41,36,37,30
E01020182,57,58,52,54,47,35,41,44
E01020183,31,26,28,30,22,11,14,19
E01020184,40,32,41,26,35,28,23,17
E01020185,10,9,16,18,15,12,9,12
E01020186,9,8,8,9,7,5,5,#
E01020187,31,27,34,32,30,28,26,22
E01020188,40,35,35,30,30,35,29,30
E01020189,50,44,31,41,28,30,27,22
E01020190,48,47,50,40,34,48,64,46
E01020191,11,19,26,29,27,27,23,28
E01020192,38,37,34,31,24,21,29,21
E01020193,41,33,32,38,39,27,35,26
E01020194,26,43,42,56,30,29,40,24
E01020195,68,61,70,66,65,55,66,62
E01020196,51,54,58,65,56,55,48,47
E01020197,21,23,20,23,24,20,20,21
E01020198,51,54,52,57,60,45,41,46
E01020199,58,62,54,64,66,51,59,58
E01020200,17,16,19,17,11,11,13,11
E01020201,33,36,37,37,19,20,19,18
E01020202,36,28,29,37,36,34,47,49
E01020203,24,22,34,30,27,20,23,24
E01020204,68,82,90,84,79,67,68,54
E01020205,29,23,18,23,21,14,15,13
E01020206,36,42,54,49,45,44,49,46
E01020207,32,39,41,56,69,79,98,94
E01020208,42,62,54,63,62,53,51,47
E01020209,33,52,38,51,44,58,62,46
E01020210,21,21,20,22,15,16,17,20
E01020211,85,78,71,79,65,69,88,70
E01020212,75,61,53,59,50,49,47,49
E01020213,48,42,48,58,50,46,43,39
E01020214,49,40,46,42,37,29,32,23
E01020215,17,17,19,21,18,15,16,17
E01020216,116,102,102,112,93,98,98,77
E01020217,38,38,29,39,36,29,30,27
E01020218,38,37,37,50,41,35,36,42
E01020219,50,52,54,46,46,60,58,40
E01020220,45,39,56,64,56,37,43,49
E01020221,57,57,50,48,49,31,29,37
E01020222,35,26,21,22,18,18,25,26
E01020223,40,46,39,45,48,29,33,31
E01020224,47,49,52,51,45,47,48,27
E01020225,40,30,45,58,41,34,36,32
E01020226,28,37,42,44,38,37,24,19
E01020227,27,25,29,39,37,27,24,22
E01020228,23,18,15,18,14,15,12,8
E01020229,50,44,48,52,47,43,34,41
E01020230,36,24,31,28,19,19,28,29
E01020231,46,32,30,32,30,21,26,30
E01020232,67,58,52,41,36,26,35,37
E01020233,17,15,16,12,11,15,48,12
E01020234,76,75,58,46,34,32,34,49
E01020235,32,30,30,27,23,21,19,23
E01020236,42,37,33,35,39,22,16,14
E01020237,56,50,55,53,42,29,31,30
E01020238,30,19,24,32,27,33,33,20
E01020239,25,17,21,33,23,19,24,23
E01020240,52,42,42,38,23,32,28,33
E01020241,57,51,51,38,33,22,30,23
E01020242,38,27,33,35,35,51,53,57
E01020243,35,30,19,19,25,19,16,14
E01020244,54,57,54,61,39,42,34,29
E01020245,35,29,31,27,20,22,21,30
E01020246,33,21,25,28,19,23,28,25
E01020247,28,39,38,35,33,41,43,30
E01020248,15,20,15,20,20,23,21,13
E01020249,17,20,14,11,11,13,9,10
E01020250,57,47,46,43,43,36,31,26
E01020251,39,27,29,33,34,28,28,25
E01020252,37,46,42,50,51,25,44,37
E01020253,55,46,42,40,45,34,29,25
E01020254,58,47,49,63,55,37,42,33
E01020255,49,52,40,43,45,37,34,29
E01020256,47,40,34,48,38,30,31,31
E01020257,35,23,24,27,33,28,23,18
E01020258,44,39,47,37,38,28,38,43
E01020259,28,27,27,22,19,15,16,15
E01020260,21,18,26,19,15,11,10,8
E01020261,17,19,19,17,18,18,19,15
E01020262,25,31,33,20,19,19,17,14
E01020263,23,28,30,18,16,9,8,8
E01020264,42,32,36,39,24,23,23,22
E01020265,35,36,40,43,25,27,21,20
E01020266,29,35,43,39,23,25,24,17
E01020267,22,27,26,28,30,27,27,20
E01020268,19,13,19,24,15,14,14,17
E01020269,22,23,25,23,21,14,10,11
E01020270,50,49,52,51,41,43,46,38
E01020271,66,66,69,69,55,45,47,46
E01020272,157,133,135,127,84,86,74,72
E01020273,31,30,29,32,32,34,35,36
E01020274,27,28,29,31,27,24,23,23
E01020275,43,46,37,33,36,38,23,26
E01020276,45,50,46,44,41,45,30,42
E01020277,146,149,135,131,141,146,106,93
E01020278,51,67,51,53,50,68,41,38
E01020279,98,118,115,125,120,142,101,90
E01020280,68,67,63,68,84,94,59,55
E01020281,39,35,41,46,52,47,36,33
E01020282,53,38,25,31,42,44,46,42
E01020283,44,47,36,28,26,36,37,40
E01020284,68,68,65,76,74,100,97,84
E01020285,82,81,75,74,82,93,79,77
E01020286,34,30,31,29,23,33,40,34
E01020287,31,29,32,23,24,30,68,34
E01020288,67,42,43,44,46,52,32,32
E01020289,41,34,26,22,23,25,26,25
E01020290,32,35,33,27,24,21,25,28
E01020291,37,36,36,27,31,24,29,29
E01020292,35,29,28,37,28,39,22,22
E01020293,76,90,73,66,51,37,40,46
E01020294,86,91,96,88,83,51,68,65
E01020295,43,37,29,31,26,39,31,31
E01020296,26,23,23,22,28,27,24,32
E01020297,72,76,79,75,74,73,54,68
E01020298,55,49,54,52,41,40,36,43
E01020299,40,35,29,39,33,33,22,33
E01020300,26,24,19,18,22,22,19,17
E01020301,47,41,43,33,25,38,36,41
E01020302,41,47,45,40,32,31,33,30
E01020303,39,35,38,29,28,39,32,26
E01020304,52,44,50,43,42,59,51,53
E01020305,31,27,25,34,35,35,36,39
E01020306,48,52,43,37,45,40,31,41
E01020307,107,79,76,74,80,81,85,85
E01020308,33,33,38,40,35,40,35,31
E01020309,56,48,41,38,30,36,40,40
E01020310,26,33,35,36,32,33,32,26
E01020311,41,35,45,42,38,50,51,36
E01020312,29,27,22,21,20,16,17,21
E01020313,51,51,36,38,33,30,32,43
E01020314,62,58,41,25,26,31,33,27
E01020315,20,23,22,21,19,17,26,20
E01020316,23,18,18,21,12,13,19,13
E01020317,26,26,22,26,18,14,20,15
E01020318,39,38,31,16,13,16,14,16
E01020319,58,46,34,20,19,21,25,28
E01020320,40,39,31,27,27,25,26,25
E01020321,58,61,49,51,32,48,37,63
E01020322,65,75,60,48,43,57,70,91
E01020323,49,44,50,45,47,56,47,57
E01020324,24,24,19,13,16,20,20,20
E01020325,26,33,30,33,35,29,33,28
E01020326,82,79,75,53,49,41,64,53
E01020327,60,58,39,42,27,23,30,33
E01020328,129,130,95,80,66,72,70,86
E01020329,60,59,43,40,32,29,27,30
E01020330,78,86,60,53,42,39,37,35
E01020331,42,43,39,32,27,24,18,13
E01020332,32,29,27,25,15,15,20,23
E01020333,56,59,52,54,57,46,47,47
E01020334,73,62,60,46,60,66,46,49
E01020335,28,32,36,26,27,28,19,20
E01020336,29,24,21,12,14,10,7,7
E01020337,31,35,34,37,27,22,26,28
E01020338,96,97,76,82,73,77,66,57
E01020339,54,44,33,38,29,30,30,31
E01020340,38,32,27,23,27,24,21,20
E01020341,22,21,15,18,13,16,16,16
E01020342,45,44,42,38,32,33,31,31
E01032628,54,56,71,75,35,28,30,34
E01032657,,,,,,,,
E01032658,,,,,,,,
E01033232,60,56,69,57,72,43,45,47
E01033233,27,26,19,21,22,21,22,28
E01033234,56,56,54,53,61,30,33,38
E01033235,23,14,13,12,11,7,7,15
E01033236,14,15,12,7,11,9,12,7
E07000040,3201,3348,3256,3408,2998,2696,2905,3005
E07000041,3803,3696,3131,2958,2728,2351,2377,2568
E07000042,2402,2434,2315,2312,1690,1683,1705,1778
E07000043,2832,2891,2752,2799,2430,2352,2258,2343
E07000044,2145,2050,1887,1870,1522,1463,1443,1330
E07000045,3470,3302,3341,3482,3036,2736,2870,2611
E07000046,1959,1900,1799,1755,1727,1881,1653,1607
E07000047,1525,1497,1239,1104,977,988,994,1046
E10000008,21337,21118,19720,19688,17108,16150,16205,16288
E06000026,,,,,,,,
E06000027,,,,,,,,
IMDQ1,1564,1578,1452,1474,1374,1312,1197,1211
IMDQ2,6594,6382,5792,5778,4999,4762,4723,4800
IMDQ3,6439,6519,6090,5925,5302,4974,4959,5002
IMDQ4,4517,4433,4217,4268,3607,3491,3673,3613
IMDQ5,2223,2206,2169,2243,1826,1611,1653,1662
E02003122,,,,,,,,
E02003123,,,,,,,,
E02003124,,,,,,,,
E02003125,,,,,,,,
E02003126,,,,,,,,
E02003127,,,,,,,,
E02003128,,,,,,,,
E02003129,,,,,,,,
E02003130,,,,,,,,
E02003131,,,,,,,,
E02003132,,,,,,,,
E02003133,,,,,,,,
E02003134,,,,,,,,
E02003135,,,,,,,,
E02003136,,,,,,,,
E02003137,,,,,,,,
E02003138,,,,,,,,
E02003139,,,,,,,,
E02003140,,,,,,,,
E02003141,,,,,,,,
E02003142,,,,,,,,
E02003143,,,,,,,,
E02003144,,,,,,,,
E02003145,,,,,,,,
E02003146,,,,,,,,
E02003147,,,,,,,,
E02003148,,,,,,,,
E02003149,,,,,,,,
E02003150,,,,,,,,
E02003151,,,,,,,,
E02003152,,,,,,,,
E02003153,,,,,,,,
E02003154,,,,,,,,
E02003155,,,,,,,,
E02003156,,,,,,,,
E02003157,,,,,,,,
E02003158,,,,,,,,
E02003159,,,,,,,,
E02003161,,,,,,,,
E02003163,,,,,,,,
E02003164,,,,,,,,
E02003165,,,,,,,,
E02003166,,,,,,,,
E02003167,,,,,,,,
E02003168,,,,,,,,
E02003169,,,,,,,,
E02003170,,,,,,,,
E02003171,,,,,,,,
