,,4,5,6,7,8,9
E01015128,Plymouth 032A,0.918015224,0.92661786,0.655195691,0.765035989,1.069572254,1.294402517
E01015129,Plymouth 032B,1.581249032,3.376473067,7.906028435,3.305376879,3.921662057,9.147478064
E01015130,Plymouth 032C,3.138350048,2.590153401,6.841248249,13.43990288,15.63198601,8.439114213
E01015131,Plymouth 030C,0.716819642,0.683037001,0.571156704,0.49768131,0.550071526,0.554514478
E01015132,Plymouth 030D,1.631365336,1.209637879,1.122749186,1.227887381,1.063875306,0.91218162
E01015133,Plymouth 030E,1.374074543,1.105088106,1.032468975,1.69946026,1.369243734,1.187927971
E01015134,Plymouth 032D,0.717689232,0.764644849,0.57568244,0.637480298,0.467211901,0.404806445
E01015135,Plymouth 031A,1.28507819,0.57706459,0.531958689,0.533934179,0.726431811,0.540070789
E01015136,Plymouth 031B,2.408824613,0.934915604,0.910883265,0.809957406,0.543366617,0.407675563
E01015137,Plymouth 031C,0.439759597,0.355498837,0.29902626,0.253960236,0.179251642,0.141495981
E01015138,Plymouth 031D,0.70781528,0.970179192,1.043876384,1.034633366,1.915551229,2.111321234
E01015139,Plymouth 031E,0.175443008,0.203595007,0.235858945,0.405873185,0.4599884,0.594344685
E01015140,Plymouth 032E,1.495751155,1.043429533,0.710490837,0.864847095,1.277831766,1.222018575
E01015141,Plymouth 031F,1.174422525,1.311978663,2.289553381,2.028414022,1.522223849,1.23343273
E01015142,Plymouth 009B,1.321353571,3.103426209,3.22164995,2.582930413,1.172223981,1.021366515
E01015143,Plymouth 009C,0.892316277,1.031475465,1.076893791,0.848443648,1.216912594,3.386240678
E01015144,Plymouth 009D,1.478132508,1.336527764,1.586854718,1.6986287,1.278981697,1.490991562
E01015145,Plymouth 014E,0.773830337,8.21161807,0.106870943,0.109491041,0.099225475,0.875404945
E01015146,Plymouth 009E,4.842330343,7.492377063,8.729512972,8.695434519,1.137784927,0.50134267
E01015147,Plymouth 006D,0.073791252,0.129083033,0.138186354,0.185297659,0.268148967,0.187119264
E01015148,Plymouth 006E,1.576917317,1.384968886,0.886743884,0.721959813,0.730498139,0.951671836
E01015149,Plymouth 009F,0.69112107,0.77373503,0.786706003,1.127048321,0.796376807,1.301474555
E01015150,Plymouth 009G,1.033471665,0.722241412,0.556595176,0.604791661,2.361538176,0.8225451
E01015151,Plymouth 029A,1.517974948,1.33321079,1.191035789,2.106375568,9.119482314,3.192352067
E01015152,Plymouth 027C,1.179161537,1.179818212,1.068139257,0.547157095,0.292496973,0.219724953
E01015153,Plymouth 029B,0.930403136,0.627665283,0.619825268,0.769628425,1.202619763,1.015796809
E01015155,Plymouth 029C,1.115199628,0.742386464,0.379559135,0.537231246,0.510670119,0.245761733
E01015156,Plymouth 027E,0.340145191,0.285964546,0.407375434,0.410240043,0.78789509,0.286688955
E01015157,Plymouth 029D,0.325740445,0.253555496,0.237957124,0.167520287,0.186847031,0.194624876
E01015158,Plymouth 029E,0.726598826,1.044727687,0.665160522,0.669604959,0.66690304,0.819783236
E01015159,Plymouth 002B,0.851988362,0.917435739,0.727922374,0.614002133,0.647549252,1.021651196
E01015160,Plymouth 001C,2.90522566,1.743270172,1.55166194,1.86770873,2.390177799,2.068437216
E01015161,Plymouth 002C,0.835008456,1.116842664,1.424954823,4.417034291,7.158359333,9.023846613
E01015162,Plymouth 002D,1.413201731,1.594320922,1.560302794,1.255052837,1.202929434,1.449889003
E01015163,Plymouth 003D,0.059810315,0.069654567,0.074340985,0.082030432,0.108112627,0.101139211
E01015164,Plymouth 001D,3.840478087,2.436517995,1.503682185,2.868602364,3.698150737,3.13972967
E01015165,Plymouth 003E,0.567641466,0.897788698,2.212824438,9.599141764,0.853723872,0.878167914
E01015166,Plymouth 002E,1.007576072,1.423833777,2.238116139,2.687630007,7.633167402,8.020404306
E01015167,Plymouth 020C,0.53169781,0.627883393,0.539919541,0.726874284,1.529194993,2.377200801
E01015168,Plymouth 020D,0.378211835,0.456215468,0.418338672,2.297599748,5.376085025,0.082387827
E01015169,Plymouth 024A,0.112699502,0.129872361,0.117194077,0.124134327,0.117196214,0.100439683
E01015170,Plymouth 024B,0.330149345,0.275556021,0.348001619,0.321202651,0.375560218,0.229706361
E01015171,Plymouth 020E,0.089949452,0.084517792,0.07221029,0.074225275,0.081028376,0.10129094
E01015172,Plymouth 029F,0.599755178,0.390706006,0.427295725,0.351319006,0.90977225,2.728509658
E01015173,Plymouth 024C,0.086591758,0.099448251,0.09858206,0.109870797,0.098340437,0.100405162
E01015174,Plymouth 024D,2.398605448,1.13104255,0.831279158,1.538141795,1.237182251,1.172639672
E01015175,Plymouth 025C,0.825017292,0.378704969,0.510697611,0.421667857,0.416068024,0.327010654
E01015176,Plymouth 021F,0.535503168,0.254200329,0.230713078,0.272167983,0.268568391,0.201535508
E01015177,Plymouth 025D,1.098085127,0.691573683,0.470035121,0.556015552,0.673196077,0.477290413
E01015178,Plymouth 025E,2.617655358,2.601806129,3.314334391,1.822182826,2.324470309,2.363549822
E01015179,Plymouth 028B,1.410626334,0.698880422,1.266567165,1.056138409,0.800976829,0.947558978
E01015180,Plymouth 028C,5.391886593,2.752968816,4.750125241,4.728315026,3.452017213,2.358180089
E01015181,Plymouth 028D,1.035955367,6.199177413,0.087852316,0.078660137,0.07762232,9.905476884
E01015182,Plymouth 028E,4.360824142,2.7142681,3.054095229,1.46390595,0.593477277,0.526629665
E01015183,Torbay 017A,0.623157306,0.663694435,1.676975401,1.520896798,1.020220877,1.121997164
E01015184,Torbay 017B,0.349527299,0.301666542,0.280918631,0.289245586,0.32298441,0.346863813
E01015185,Torbay 017C,0.891404398,0.591577267,0.450697828,0.454283118,0.584855214,0.527099413
E01015186,Torbay 017D,0.868622404,1.410250407,1.588031412,1.92842669,1.673131948,2.499887188
E01015187,Torbay 017E,1.074958891,1.443986292,1.076435571,0.986169054,0.856272041,0.849111155
E01015188,Torbay 017F,0.323413812,0.279382108,0.256564236,0.184719705,0.198207315,0.165837057
E01015189,Torbay 017G,0.89241163,2.419681578,2.170168411,1.605844225,2.041838435,0.648959516
E01015190,Torbay 013A,0.244570993,0.433071492,0.719808632,1.011524445,0.889021535,1.027574638
E01015191,Torbay 013B,1.194206565,1.057548945,2.178597192,2.183681131,1.337276751,1.518701451
E01015192,Torbay 013C,1.365171619,1.275452268,1.166085139,0.826663985,0.856436482,0.803763475
E01015193,Torbay 013D,1.145424061,1.717629878,1.572176088,1.693947527,1.321768056,1.027162636
E01015194,Torbay 013E,1.584154169,1.357473063,1.399882653,1.964972072,1.25121444,1.258905783
E01015195,Torbay 013F,0.587855139,1.248428737,1.256472411,0.992951773,0.852122802,0.550369576
E01015196,Torbay 013G,1.058033234,0.963998294,1.054165994,1.299722206,1.549455868,3.028581924
E01015197,Torbay 016A,0.977622884,0.784091001,0.634221359,0.333309576,0.410464671,0.342508592
E01015198,Torbay 016B,0.248658469,0.284849938,0.763256376,0.868929176,0.933484127,0.796299844
E01015199,Torbay 016C,0.534701663,0.518767336,0.5130997,0.558406331,0.406886557,0.527727281
E01015200,Torbay 016D,4.248375336,1.849353725,1.204392201,1.251520903,0.985682706,0.839834827
E01015201,Torbay 016E,0.283668031,0.299451761,0.308556331,0.258498329,0.18266457,0.143084114
E01015202,Torbay 012A,0.99178897,1.154670456,1.718119965,1.282188743,0.947575914,1.16392085
E01015203,Torbay 012B,0.900312644,0.662429718,1.005071487,0.8102954,1.116834023,1.195761471
E01015204,Torbay 012C,0.525839454,0.538434763,0.598584063,0.372299944,0.430104089,0.375275647
E01015205,Torbay 012D,1.625272998,2.46225987,1.403246107,1.170304767,1.15824044,0.918746692
E01015206,Torbay 012E,0.105876917,0.106091604,0.091171736,0.092029681,0.097484125,0.115711705
E01015207,Torbay 009A,1.308219715,1.211843084,0.679945198,1.05022353,1.024930658,1.243488309
E01015208,Torbay 019F,0.925168123,0.97107419,0.998238332,0.761627044,0.771836338,0.763952732
E01015209,Torbay 019A,0.166545417,0.144620097,0.150748819,0.157966013,0.16219663,0.185507074
E01015210,Torbay 007B,1.966691786,2.326493859,2.332356428,1.429391612,1.3401123,2.314727746
E01015211,Torbay 009C,0.169374927,0.123711047,0.106390277,0.108829382,0.113791488,0.130601157
E01015212,Torbay 007C,2.642646387,1.180896775,1.159677152,1.076108931,0.621042334,0.649491081
E01015213,Torbay 007D,3.418364413,1.985399704,1.825081142,1.287982321,0.710965377,0.734943205
E01015214,Torbay 006A,1.220503869,0.837518677,2.105475081,3.749881975,3.1627798,3.554893557
E01015215,Torbay 006B,1.402348159,1.282222924,0.821636869,0.555078909,0.787478515,0.517193227
E01015216,Torbay 006C,3.635708375,9.347015174,4.896931479,2.367138893,2.173638148,1.341607697
E01015217,Torbay 008A,0.395190776,0.391906394,0.434914791,0.477443982,0.368646783,0.257884014
E01015218,Torbay 006D,0.396911518,0.44816756,0.392330111,0.32826579,0.225836505,0.20734515
E01015219,Torbay 015A,0.307293449,0.371282194,0.301103488,0.282928462,0.274446542,0.261134789
E01015220,Torbay 015B,0.998289725,0.547306433,0.648455054,0.856916907,0.998371087,1.345013883
E01015221,Torbay 015C,1.507457461,1.030399927,0.580693886,0.568254595,0.276472475,0.325296741
E01015222,Torbay 015D,0.85530589,1.123095867,1.034927402,0.623644344,0.558942088,0.771297774
E01015223,Torbay 015E,4.035200017,8.315040101,10.98628457,4.576254375,2.800392723,1.288301604
E01015224,Torbay 011A,0.131279841,0.14205583,0.122287876,0.137010374,0.152178989,0.211125892
E01015225,Torbay 011B,0.395972133,0.407639244,0.667859175,0.66378801,1.278831991,1.945872899
E01015226,Torbay 011C,0.677419071,0.991236609,1.833917137,2.190910434,3.347034858,1.95016063
E01015227,Torbay 011D,0.6096328,0.729957714,0.478608672,0.462227831,0.411497654,0.379468766
E01015228,Torbay 011E,0.225825062,0.1948132,0.150563845,0.132988458,0.14523069,0.164288671
E01015229,Torbay 014A,0.19647919,0.180561112,0.209220117,0.212883527,0.16209439,0.167096637
E01015230,Torbay 011F,0.899635222,0.933464163,0.942396567,0.961172166,0.807215128,0.97943393
E01015231,Torbay 014B,0.162145813,0.202307017,0.185727513,0.173689546,0.150646071,0.143909972
E01015232,Torbay 014C,0.348368542,0.301137821,0.287877996,0.338185559,0.302705578,0.245988858
E01015233,Torbay 014D,0.211691938,0.248574594,0.220458081,0.238039608,0.252342355,0.246290724
E01015234,Torbay 014E,1.389391938,0.784510374,0.948581835,0.889998245,0.463059166,0.546490708
E01015235,Torbay 014F,0.145131719,0.17119772,0.193026691,0.194444782,0.173697088,0.164969162
E01015236,Torbay 002A,1.482933713,1.182854885,1.175522644,0.786325562,0.689182647,0.907261427
E01015237,Torbay 002B,0.610987316,1.093769502,0.748355247,1.372541163,1.571125507,1.532510228
E01015238,Torbay 002C,0.129659202,0.126983341,0.113063265,0.09817795,0.10808174,0.098889558
E01015239,Torbay 002D,0.132121572,0.141961162,0.141396707,0.132241851,0.119796602,0.108725272
E01015240,Torbay 005A,0.165799168,0.18537337,0.170359392,0.167319288,0.15189887,0.138128006
E01015241,Torbay 005B,0.318087158,0.275685757,0.305622309,0.342951761,0.312243859,0.329977259
E01015242,Torbay 005C,5.150562697,6.833278089,8.481735559,3.498251877,0.837359057,0.650626331
E01015243,Torbay 005D,0.789941591,0.991182323,2.943148701,1.388776277,0.998341703,1.337042042
E01015244,Torbay 018A,0.747628974,0.714851933,0.615767616,0.670222891,0.604680273,0.548820999
E01015245,Torbay 018B,2.615209229,6.390584625,9.774601991,12.02904089,2.451973789,1.03818787
E01015246,Torbay 018C,0.106352045,0.099939694,0.114034196,0.125583461,0.131952293,0.122984981
E01015247,Torbay 018D,0.743272421,1.05700695,2.806660785,2.07290874,2.408696169,2.871448993
E01015248,Torbay 018E,0.658673214,0.974708166,1.172219064,0.856814194,0.805255771,0.764192438
E01015249,Torbay 003A,0.919130464,0.475234985,0.58008173,0.522730793,0.465521547,0.616666527
E01015250,Torbay 003B,3.830040408,1.967851548,2.241758731,1.661350606,2.021404645,1.243590567
E01015251,Torbay 003C,1.001814186,0.716535802,0.873021584,0.703693307,0.562516384,0.704430544
E01015252,Torbay 003D,0.654309054,2.120624486,1.560560399,1.642493096,1.46980447,2.349751476
E01015253,Torbay 003E,1.766832837,1.588651255,0.120208921,0.176848391,1.077915297,2.790833491
E01015254,Torbay 003F,0.961078666,0.994240191,0.994046616,0.694130154,0.643430639,0.58252214
E01015255,Torbay 008B,0.230749727,0.285008027,0.402876446,0.531799298,0.621069639,0.620482955
E01015256,Torbay 008C,1.251672812,1.007544953,1.424937959,1.134360186,0.924606601,0.994291881
E01015257,Torbay 004A,0.62050508,1.071856742,1.579553921,2.248630629,2.320563184,1.123531894
E01015258,Torbay 004B,0.276221147,0.195551527,0.156762725,0.152182031,0.161344971,0.135745691
E01015259,Torbay 004C,2.339933051,2.607742052,1.41992898,1.00206512,0.321954838,0.222289218
E01015260,Torbay 004D,0.400847791,0.514593157,0.362205178,0.307236754,0.288886517,0.295216233
E01015261,Torbay 008D,0.368408937,0.389816335,0.462861556,0.451398536,0.378488224,0.385573206
E01015262,Torbay 001A,0.885540365,0.790729018,0.747459448,1.023135624,1.391684299,0.940731381
E01015263,Torbay 001B,6.42010253,2.377984667,0.993245363,0.837414945,0.658650422,0.54270299
E01015264,Torbay 001C,0.738050902,0.732018506,0.735452999,0.852718014,0.695367675,0.671622634
E01015265,Torbay 001D,0.926911903,1.056003074,1.53692728,1.903799666,1.560840499,1.385630052
E01015266,Torbay 001E,1.490105353,3.995964642,7.685654167,3.207753788,2.49296974,1.30103613
E01015267,Torbay 010A,0.230196552,0.265746566,0.260658092,0.340439348,0.448184575,0.514518289
E01015268,Torbay 010B,0.434925605,0.527453849,0.442851599,0.403940397,0.37146637,0.399747028
E01015269,Torbay 010C,0.118658059,0.119144556,0.104530921,0.112545764,0.104033961,0.096959921
E01015270,Torbay 010D,0.239451447,0.247714512,0.278735141,0.235686468,0.278447918,0.243489004
E01015271,Torbay 010E,0.703960579,0.521242928,0.446042574,0.375359868,0.345122978,0.369447873
E01019886,East Devon 005A,1.030435445,1.656869295,1.756252693,1.769878762,1.674280999,1.447042525
E01019887,East Devon 005B,0.304766767,0.297729921,0.345141278,0.511710721,0.582085368,0.482871506
E01019888,East Devon 005C,0.091246657,0.098963899,0.10130503,0.098879729,0.102460156,0.103699221
E01019889,East Devon 005D,1.385970916,1.292824541,1.727669226,1.847965446,1.146917633,0.923529691
E01019890,East Devon 009A,1.284283639,0.990088422,1.580265192,0.913648635,0.893374392,0.846118795
E01019891,East Devon 006A,0.093231087,0.128137415,0.179074965,0.192997394,0.148003384,0.142603713
E01019892,East Devon 006B,5.715576995,2.928633241,3.992573715,3.002385788,1.623128078,1.319877921
E01019893,East Devon 006C,0.543382558,0.523402675,0.317257576,0.314324728,0.329182761,0.312651573
E01019894,East Devon 017A,1.260701845,1.240245605,0.870672499,1.030983923,0.887102646,0.778677451
E01019895,East Devon 017B,0.515359733,0.538448658,0.50945177,0.443310607,0.578654417,0.541560354
E01019896,East Devon 017C,0.145155817,0.126523433,0.132811773,0.122389559,0.121826287,0.116387676
E01019897,East Devon 017D,1.41874512,1.430598995,1.550467179,1.038254821,0.96636841,0.783359658
E01019898,East Devon 014A,0.473167851,0.544418161,0.453123572,0.468042835,0.449528737,0.484082542
E01019899,East Devon 007A,0.269959647,0.197624172,0.166408141,0.201160775,0.196855722,0.246844733
E01019900,East Devon 007B,0.266924694,0.283412873,0.350426198,0.47435898,0.600683581,0.551489793
E01019901,East Devon 009B,2.013266855,2.040726187,2.130220898,2.116400759,2.022559854,2.361467529
E01019902,East Devon 001A,0.359339398,0.271333845,0.256515503,0.217557331,0.242023433,0.203346075
E01019903,East Devon 006D,1.312183307,1.353096125,1.58443873,1.369350893,1.310459765,1.470895012
E01019904,East Devon 015A,0.769056752,0.605486378,0.546992186,0.88963247,0.771496828,0.498876113
E01019905,East Devon 015B,5.258008838,17.35990629,68.43534357,31.23476538,10.11320756,5.360236576
E01019906,East Devon 015C,0.140611507,0.125613321,0.101712657,0.107658886,0.095215007,0.083907783
E01019907,East Devon 015D,1.350038447,0.577204293,0.584716406,0.588261371,0.573785504,0.473135637
E01019908,East Devon 016A,1.138354171,2.166449237,2.662004121,2.082329831,2.798824777,2.920011077
E01019909,East Devon 016B,0.854244913,0.892397707,1.39201211,1.449589018,1.784252469,2.54483942
E01019910,East Devon 016C,0.193883684,0.152452967,0.21321406,0.188581457,0.20489608,0.209043018
E01019911,East Devon 016D,0.73940151,0.734527878,0.675681187,0.608854814,0.466742505,0.453354639
E01019912,East Devon 020A,0.311147789,0.263156734,0.262314886,0.221904075,0.208903353,0.170910575
E01019913,East Devon 020B,0.106214342,0.126800586,0.124192996,0.1203004,0.118606655,0.101778978
E01019914,East Devon 020C,0.350744424,0.270863056,0.250065082,0.197917877,0.219960096,0.243716769
E01019915,East Devon 020D,0.298571483,0.315411804,0.329936293,0.328307847,0.304103562,0.31048184
E01019916,East Devon 019A,1.660768787,1.362072226,0.827365234,0.758814153,0.626457319,0.60391901
E01019917,East Devon 019B,0.320080895,0.547540572,0.469803059,0.602498219,0.484273082,0.307951472
